occ1990,naics2,sh_change,sh_top12015,sh_top11980,top11980,top12015,sh_change_inc,over_inc,sh_change_pop,agg_inc1970,agg_inc1980,agg_inc1990,agg_inc2000,agg_inc2015,change,change_inc,change_pop,earn_res1970,earn_res1980,earn_res1990,earn_res2000,earn_res2015,inctot1970,inctot1980,inctot1990,inctot2000,inctot2015,num_top11970,num_top11980,num_top11990,num_top12000,num_top12015,pop1970,pop1980,pop1990,pop2000,pop2015,sh_top11970,sh_top11990,sh_top12000,top11970,top11990,top12000,us_change,us_change_inc,us_change_pop,us_inc1970,us_inc1980,us_inc1990,us_inc2000,us_inc2015,us_num_top11970,us_num_top11980,us_num_top11990,us_num_top12000,us_num_top12015,us_pop1970,us_pop1980,us_pop1990,us_pop2000,us_pop2015,xsh_top1,xsh_top1_90
"Office machine repairers and mechanics","31-33",,,0,0,,,,,9835000,1.81e+07,2.32e+07,,,,,,.2222283,.0314215,.2601981,,,7565.384615,13915,28477.49325,,,0,0,0,,,1300,1300,815,,,0,0,,0,0,,,,,5.14e+11,1.28e+12,2.74e+12,,,730600,928580,1112210,,,7.32e+07,9.33e+07,1.11e+08,,,,
"Punching and stamping press operatives","71",,,0,0,,,,,,150100,3200500,915300,,,,,,.2822168,.2500964,-.0789558,,,7505,25003.90625,33900,,,0,0,0,,,20,128,27,,,0,0,,0,0,,,,,1.28e+12,2.74e+12,4.59e+12,,,928580,1112210,1287406,,,9.33e+07,1.11e+08,1.24e+08,,,
"Heat treating equipment operators","11",,,,,,,,,,,728568,,,,,,,,.5059339,,,,,20238,,,,,0,,,,,36,,,,0,,,0,,,,,,,2.74e+12,,,,,1112210,,,,,1.11e+08,,,,
"Chief executives and public administrators","42",,.0094452,,,.1573848,,,,,,,1.28e+10,1.42e+10,,,,,,,.8181033,.8364273,,,,139188.8856,195642.0541,,,,17496,11420,,,,92004,72561,,,.0135901,,,.1901656,,,,,,,4.59e+12,7.27e+12,,,,1287406,1209075,,,,1.24e+08,1.42e+08,,
"Misc food prep workers","52",,,0,0,,,,,,1.12e+07,1.84e+07,6381440,,,,,,-.2903291,-.1826166,-.3057168,,,6222.055556,12171.40795,15266.60287,,,0,0,0,,,1800,1510,418,,,0,0,,0,0,,,,,1.28e+12,2.74e+12,4.59e+12,,,928580,1112210,1287406,,,9.33e+07,1.11e+08,1.24e+08,,,
"Crushing and grinding machine operators","72",,,0,0,,,,,105000,304200,564444,,,,,,-.5946741,.5673922,-.1782582,,,1050,5070,15255.24324,,,0,0,0,,,100,60,37,,,0,0,,0,0,,,,,5.14e+11,1.28e+12,2.74e+12,,,730600,928580,1112210,,,7.32e+07,9.33e+07,1.11e+08,,,,
"Hand molders and shapers, except jewelers ","48-49",,,0,0,,,,,,4599500,1.21e+07,255300,,,,,,.2834253,.2018569,.0723208,,,13527.94118,24332.86573,11100,,,0,0,0,,,340,499,23,,,0,0,,0,0,,,,,1.28e+12,2.74e+12,4.59e+12,,,928580,1112210,1287406,,,9.33e+07,1.11e+08,1.24e+08,,,
"Cost and rate clerks (financial records processing)","31-33",,,.0000215,.0018215,,,,,,1.58e+08,1.88e+08,,,,,,,.2279032,.2432173,,,,14348.65209,24580.79423,,,,20,0,,,,10980,7630,,,,0,,,0,,,,,,1.28e+12,2.74e+12,,,,928580,1112210,,,,9.33e+07,1.11e+08,,,,
"Forge and hammer operators","72",,,,,,,,,,,300000,,,,,,,,.2237688,,,,,30000,,,,,0,,,,,10,,,,0,,,0,,,,,,,2.74e+12,,,,,1112210,,,,,1.11e+08,,,,
"Auto body repairers","72",,,0,0,,,,,,295200,2091300,504000,,,,,,-.1718474,-.0018104,-1.404644,,,4920,22981.31868,8000,,,0,0,0,,,60,91,63,,,0,0,,0,0,,,,,1.28e+12,2.74e+12,4.59e+12,,,928580,1112210,1287406,,,9.33e+07,1.11e+08,1.24e+08,,,
"Respiratory therapists","54",,0,,,0,,,,,,,5048600,9900000,,,,,,,-.0668203,1.254258,,,,48544.23077,180000,,,,0,0,,,,104,55,,,0,,,0,,,,,,,4.59e+12,7.27e+12,,,,1287406,1209075,,,,1.24e+08,1.42e+08,,
"Bill and account collectors","11",,,0,0,,,,,,70100,1988724,1503200,,,,,,-.9230848,-.2290438,-.3562304,,,3505,11299.56818,11743.75,,,0,0,0,,,20,176,128,,,0,0,,0,0,,,,,1.28e+12,2.74e+12,4.59e+12,,,928580,1112210,1287406,,,9.33e+07,1.11e+08,1.24e+08,,,
"Buyers, wholesale and retail trade","54",,0,,,0,,,,,,,,1.23e+08,,,,,,,,-.4849895,,,,,24619.04627,,,,,0,,,,,5014,,,,,,,,,,,,,,7.27e+12,,,,,1209075,,,,,1.42e+08,,
"Bus drivers","52",,,0,0,,,,,395000,1271200,1690925,2148100,,,,,-.0344815,-.2753716,.3777344,.3982114,,3950,7945,24156.07143,25271.76471,,0,0,0,0,,100,160,70,85,,0,0,0,0,0,0,,,,5.14e+11,1.28e+12,2.74e+12,4.59e+12,,730600,928580,1112210,1287406,,7.32e+07,9.33e+07,1.11e+08,1.24e+08,,,
"Typesetters and compositors","11",,,0,0,,,,,85000,197700,383355,102400,,,,,-1.595173,.1752502,.4748012,-1.662312,,850,9885,18255,2694.736842,,0,0,0,0,,100,20,21,38,,0,0,0,0,0,0,,,,5.14e+11,1.28e+12,2.74e+12,4.59e+12,,730600,928580,1112210,1287406,,7.32e+07,9.33e+07,1.11e+08,1.24e+08,,,
"Nail and tacking machine operators  (woodworking)","11",,0,,,0,,,,,,483500,4539652,2028000,,,,,,.6628901,-.1468267,.5683816,,,14220.58824,28022.54321,52000,,,0,0,0,,,34,162,39,,0,0,,0,0,,,,,,2.74e+12,4.59e+12,7.27e+12,,,1112210,1287406,1209075,,,1.11e+08,1.24e+08,1.42e+08,,0
"Shoe repairers","21",,,0,0,,,,,,452200,,,,,,,,.6279276,,,,,22610,,,,,0,,,,,20,,,,,,,,,,,,,,1.28e+12,,,,,928580,,,,,9.33e+07,,,,,
"Crushing and grinding machine operators","53",,,,,,,,,,,466464,,,,,,,,.5976525,,,,,11960.61538,,,,,0,,,,,39,,,,0,,,0,,,,,,,2.74e+12,,,,,1112210,,,,,1.11e+08,,,,
"Dental assistants","54",,,0,0,,,,,430000,761500,29072,858000,,,,,-1.106943,.3727961,-2.489642,.0436369,,860,12691.66667,1264,26000,,0,0,0,0,,500,60,23,33,,0,0,0,0,0,0,,,,5.14e+11,1.28e+12,2.74e+12,4.59e+12,,730600,928580,1112210,1287406,,7.32e+07,9.33e+07,1.11e+08,1.24e+08,,,
"Grinding, abrading, buffing, and polishing workers","71",,,0,0,,,,,405000,756900,2385966,1037600,,,,,-.3819646,-.6486111,.0310237,-.0532735,,4050,7569,22941.98077,17889.65517,,0,0,0,0,,100,100,104,58,,0,0,0,0,0,0,,,,5.14e+11,1.28e+12,2.74e+12,4.59e+12,,730600,928580,1112210,1287406,,7.32e+07,9.33e+07,1.11e+08,1.24e+08,,,
"Statisticians","31-33",,,.0000215,.0045662,,,,,5.65e+07,9.55e+07,1.80e+08,,,,,,.2894417,.3755639,.333878,,,11290,21803.60731,38120.28232,,,0,20,0,,,5000,4380,4718,,,0,0,,0,0,,,,,5.14e+11,1.28e+12,2.74e+12,,,730600,928580,1112210,,,7.32e+07,9.33e+07,1.11e+08,,,,
"Speech therapists","71",,,0,0,,,,,,1011400,1109745,193500,,,,,,-.6704131,.287823,-1.125773,,,8428.333333,30826.25,10750,,,0,0,0,,,120,36,18,,,0,0,,0,0,,,,,1.28e+12,2.74e+12,4.59e+12,,,928580,1112210,1287406,,,9.33e+07,1.11e+08,1.24e+08,,,
"Managers of medicine and health occupations","53",,0,,,0,,,,,,,,1.71e+07,,,,,,,,.2792943,,,,,34857.14286,,,,,0,,,,,490,,,,,,,,,,,,,,7.27e+12,,,,,1209075,,,,,1.42e+08,,
"Managers in education and related fields","21",,,.0000215,.5,,,,,,2381200,1828840,4002600,,,,,,.9043427,.2283002,.7021219,,,59530,42531.16279,95300,,,20,0,0,,,40,43,42,,,0,0,,0,0,,,,,1.28e+12,2.74e+12,4.59e+12,,,928580,1112210,1287406,,,9.33e+07,1.11e+08,1.24e+08,,,
"Solderers","81",,,0,0,,,,,2085000,2049900,3840891,,,,,,.2838654,-.1419934,.0539343,,,6950,8541.25,14829.69498,,,0,0,0,,,300,240,259,,,0,0,,0,0,,,,,5.14e+11,1.28e+12,2.74e+12,,,730600,928580,1112210,,,7.32e+07,9.33e+07,1.11e+08,,,,
"Meter readers","71",,0,,,0,,,,,,,,2120000,,,,,,,,-.1113493,,,,,40000,,,,,0,,,,,53,,,,,,,,,,,,,,7.27e+12,,,,,1209075,,,,,1.42e+08,,
"Other precision woodworkers","92",,,0,0,,,,,,308400,,,,,,,,.1692878,,,,,15420,,,,,0,,,,,20,,,,,,,,,,,,,,1.28e+12,,,,,928580,,,,,9.33e+07,,,,,
"Occupational therapists","44-45",,0,,,0,,,,,,1953196,5440300,2.34e+07,,,,,,-.2733159,.5113522,1.039036,,,16693.98291,46498.2906,95000,,,0,0,0,,,117,117,246,,0,0,,0,0,,,,,,2.74e+12,4.59e+12,7.27e+12,,,1112210,1287406,1209075,,,1.11e+08,1.24e+08,1.42e+08,,0
"Water transport infrastructure tenders and crossing guards","81",,,,,,,,,,,468360,,,,,,,,.3710167,,,,,19515,,,,,0,,,,,24,,,,0,,,0,,,,,,,2.74e+12,,,,,1112210,,,,,1.11e+08,,,,
"Repairers of electrical equipment, n.e.c.","72",,,0,0,,,,,,1381900,3620878,1524560,,,,,,-.1038886,.160578,.1767413,,,9870.714286,17324.77512,24992.78689,,,0,0,0,,,140,209,61,,,0,0,,0,0,,,,,1.28e+12,2.74e+12,4.59e+12,,,928580,1112210,1287406,,,9.33e+07,1.11e+08,1.24e+08,,,
"Technicians, n.e.c.","56",,,0,0,,,,,8810000,8.71e+07,3.63e+08,,,,,,.1575839,.0247272,-.0466243,,,6776.923077,14669.88215,22131.03927,,,0,0,34,,,1300,5940,16401,,,0,.0000306,,0,.002073,,,,,5.14e+11,1.28e+12,2.74e+12,,,730600,928580,1112210,,,7.32e+07,9.33e+07,1.11e+08,,,,
"Bookbinders","81",,0,,,0,,,,55000,,,2509000,7759700,,,,-1.655487,,,.0325481,-.0897869,550,,,21262.71186,26393.53741,0,,,0,0,100,,,118,294,0,,0,0,,0,,,,5.14e+11,,,4.59e+12,7.27e+12,730600,,,1287406,1209075,7.32e+07,,,1.24e+08,1.42e+08,,
"Electrical and electronic (engineering) technicians","23",,,0,0,,,,,1.81e+07,6.08e+07,2.94e+08,,,,,,.2311875,.1341395,.1369829,,,9550,17075.16854,31534.72572,,,0,0,95.00001,,,1900,3560,9330,,,0,.0000854,,0,.0101822,,,,,5.14e+11,1.28e+12,2.74e+12,,,730600,928580,1112210,,,7.32e+07,9.33e+07,1.11e+08,,,,
"Farmers (owners and tenants)","54",,0,,,0,,,,,,,7433040,3.33e+07,,,,,,,-.5816722,.2215649,,,,45601.47239,55335.44093,,,,0,0,,,,163,601,,,0,,,0,,,,,,,4.59e+12,7.27e+12,,,,1287406,1209075,,,,1.24e+08,1.42e+08,,
"Sales engineers","22",,,0,0,,,,,1.87e+07,6334100,2.39e+07,1.51e+07,,,,,.105921,.113115,.2561687,.1611616,,11014.70588,22621.78571,42365.42908,61063.76518,,0,0,0,0,,1700,280,564,247,,0,0,0,0,0,0,,,,5.14e+11,1.28e+12,2.74e+12,4.59e+12,,730600,928580,1112210,1287406,,7.32e+07,9.33e+07,1.11e+08,1.24e+08,,,
"Other science technicians","71",,,0,0,,,,,,5255900,2.84e+07,,,,,,,.2139434,.0514835,,,,16424.6875,27725.16699,,,,0,0,,,,320,1024,,,,0,,,0,,,,,,1.28e+12,2.74e+12,,,,928580,1112210,,,,9.33e+07,1.11e+08,,,,
"Cementing and gluing maching operators","54",,,0,0,,,,,,716100,1343600,2508140,,,,,,.1959697,-.9295765,.5745955,,,11935,10256.48855,42510.84746,,,0,0,0,,,60,131,59,,,0,0,,0,0,,,,,1.28e+12,2.74e+12,4.59e+12,,,928580,1112210,1287406,,,9.33e+07,1.11e+08,1.24e+08,,,
"Physicians","21",,,.0000862,.8,,,,,,7220300,2109200,,,,,,,1.06451,-.056275,,,,72203,27752.63158,,,,80,0,,,,100,76,,,,0,,,0,,,,,,1.28e+12,2.74e+12,,,,928580,1112210,,,,9.33e+07,1.11e+08,,,,
"Fishers, hunters, and kindred","23",,,0,0,,,,,,1179500,3142536,813300,,,,,,-.4592148,.6030665,-.4428512,,,9829.166667,35710.63636,15640.38462,,,0,0,0,,,120,88,52,,,0,0,,0,0,,,,,1.28e+12,2.74e+12,4.59e+12,,,928580,1112210,1287406,,,9.33e+07,1.11e+08,1.24e+08,,,
"Hand molders and shapers, except jewelers ","72",,,0,0,,,,,,2552600,3833147,2030852,,,,,,-.3585494,-.640351,-.6710179,,,5801.363636,7870.938398,11538.93182,,,0,0,0,,,440,487,176,,,0,0,,0,0,,,,,1.28e+12,2.74e+12,4.59e+12,,,928580,1112210,1287406,,,9.33e+07,1.11e+08,1.24e+08,,,
"Production checkers and inspectors","53",,,0,0,,,,,1800000,3028900,4.09e+07,,,,,,.2777815,-.3187884,.0710302,,,9000,10096.33333,26136.28919,,,0,0,5,,,200,300,1563,,,0,4.50e-06,,0,.003199,,,,,5.14e+11,1.28e+12,2.74e+12,,,730600,928580,1112210,,,7.32e+07,9.33e+07,1.11e+08,,,,
"Kitchen workers","81",,,0,0,,,,,1.23e+07,3533600,3364484,596430,,,,,-.6902626,-.534683,-1.0325,-1.61982,,2149.122807,6092.413793,6062.133333,14547.07317,,0,0,0,0,,5700,580,555,41,,0,0,0,0,0,0,,,,5.14e+11,1.28e+12,2.74e+12,4.59e+12,,730600,928580,1112210,1287406,,7.32e+07,9.33e+07,1.11e+08,1.24e+08,,,
"Advertising and related sales jobs","11",,,0,0,,,,,,550200,2704604,810000,,,,,,.5021695,.3392507,-.3867525,,,27510,23518.29565,45000,,,0,0,0,,,20,115,18,,,0,0,,0,0,,,,,1.28e+12,2.74e+12,4.59e+12,,,928580,1112210,1287406,,,9.33e+07,1.11e+08,1.24e+08,,,
"Wood lathe, routing, and planing machine operators","52",,,,,,,,,,,1404000,7492440,,,,,,,1.060019,.1643127,,,,39000,30333.76518,,,,0,0,,,,36,247,,,0,0,,0,0,,,,,,2.74e+12,4.59e+12,,,,1112210,1287406,,,,1.11e+08,1.24e+08,,,
"Horticultural specialty farmers","56",,,,,,,,,,,5.22e+08,,,,,,,,-.3095202,,,,,21240.01753,,,,,13,,,,,24584,,,,.0000117,,,.0005288,,,,,,,2.74e+12,,,,,1112210,,,,,1.11e+08,,,,
"Animal caretakers except on farms","51",,,0,0,,,,,,192900,2534751,1984272,,,,,,.0436947,-.324463,-.1799312,,,4822.5,14320.62712,33071.2,,,0,0,0,,,40,177,60,,,0,0,,0,0,,,,,1.28e+12,2.74e+12,4.59e+12,,,928580,1112210,1287406,,,9.33e+07,1.11e+08,1.24e+08,,,
"Other precision and craft workers","62",,,0,0,,,,,,1147100,5047096,,,,,,,.3866456,-.2653592,,,,11471,15871.37107,,,,0,0,,,,100,318,,,,0,,,0,,,,,,1.28e+12,2.74e+12,,,,928580,1112210,,,,9.33e+07,1.11e+08,,,,
"Dentists","11",,,,,,,,,,,775744,1813000,,,,,,,-.0560345,1.26861,,,,45632,259000,,,,0,0,,,,17,7,,,0,0,,0,0,,,,,,2.74e+12,4.59e+12,,,,1112210,1287406,,,,1.11e+08,1.24e+08,,,
"Mail and paper handlers","72",,,0,0,,,,,1130000,1602100,5700,,,,,,-.7252809,-.2047391,-3.439234,,,2825,5721.785714,300,,,0,0,0,,,400,280,19,,,0,0,,0,0,,,,,5.14e+11,1.28e+12,2.74e+12,,,730600,928580,1112210,,,7.32e+07,9.33e+07,1.11e+08,,,,
"Office machine repairers and mechanics","44-45",,,0,0,,,,,7.30e+07,6.34e+07,8.42e+07,,,,,,.0287952,-.0933603,-.0943463,,,8019.78022,12889.32927,22188.41043,,,100,0,20,,,9100,4920,3796,,,.0001369,.000018,,.010989,.0052687,,,,,5.14e+11,1.28e+12,2.74e+12,,,730600,928580,1112210,,,7.32e+07,9.33e+07,1.11e+08,,,,
"Paving, surfacing, and tamping equipment operators","22",,,0,0,,,,,1.03e+07,1.73e+07,1.96e+07,3182600,,,,,.0696994,.2389115,.3429773,.4032865,,7335.714286,16988.92157,27760.96454,40286.07595,,0,0,0,0,,1400,1020,705,79,,0,0,0,0,0,0,,,,5.14e+11,1.28e+12,2.74e+12,4.59e+12,,730600,928580,1112210,1287406,,7.32e+07,9.33e+07,1.11e+08,1.24e+08,,,
"Materials movers: stevedores and longshore workers","71",,,0,0,,,,,,191800,,,,,,,,.0585081,,,,,9590,,,,,0,,,,,20,,,,,,,,,,,,,,1.28e+12,,,,,928580,,,,,9.33e+07,,,,,
"Water transport infrastructure tenders and crossing guards","54",,,0,0,,,,,,510300,645060,,,,,,,.4556227,-.1934172,,,,12757.5,15733.17073,,,,0,0,,,,40,41,,,,0,,,0,,,,,,1.28e+12,2.74e+12,,,,928580,1112210,,,,9.33e+07,1.11e+08,,,,
"Atmospheric and space scientists","53",,,0,0,,,,,,502400,590800,,,,,,,.3604981,-.2305737,,,,25120,21100,,,,0,0,,,,20,28,,,,0,,,0,,,,,,1.28e+12,2.74e+12,,,,928580,1112210,,,,9.33e+07,1.11e+08,,,,
"Waiter's assistant","21",,,,,,,,,,,,936000,,,,,,,,.3849081,,,,,52000,,,,,0,,,,,18,,,,0,,,0,,,,,,,4.59e+12,,,,,1287406,,,,,1.24e+08,,,
"Forge and hammer operators","61",,,0,0,,,,,,205500,5759098,,,,,,,-.0396596,1.156267,,,,10275,130888.5909,,,,0,26,,,,20,44,,,,.0000234,,,.5909091,,,,,,1.28e+12,2.74e+12,,,,928580,1112210,,,,9.33e+07,1.11e+08,,,,
"Dental laboratory and medical appliance technicians","53",,,0,0,,,,,,68600,943800,,,,,,,-1.309612,.708778,,,,3430,24200,,,,0,0,,,,20,39,,,,0,,,0,,,,,,1.28e+12,2.74e+12,,,,928580,1112210,,,,9.33e+07,1.11e+08,,,,
"Cabinetmakers and bench carpenters","72",,,0,0,,,,,1150000,1153300,,,,,,,-.5147638,-.2814436,,,,5750,11533,,,,0,0,,,,200,100,,,,0,,,0,,,,,,5.14e+11,1.28e+12,,,,730600,928580,,,,7.32e+07,9.33e+07,,,,,
"Bakers","22",,,0,0,,,,,,320100,,356250,,,,,,.0487651,,-.6723909,,,16005,,10178.57143,,,0,,0,,,20,,35,,,,0,,,0,,,,,1.28e+12,,4.59e+12,,,928580,,1287406,,,9.33e+07,,1.24e+08,,,
"Tinsmiths, coppersmiths, and sheet metal workers","61",,,0,0,,,,,915000,9537800,2.29e+07,,,,,,.0585131,.195509,.1708055,,,9150,19075.6,29918.87712,,,0,0,0,,,100,500,765,,,0,0,,0,0,,,,,5.14e+11,1.28e+12,2.74e+12,,,730600,928580,1112210,,,7.32e+07,9.33e+07,1.11e+08,,,,
"Misc textile machine operators","21",,,0,0,,,,,,1674100,1730062,1708800,,,,,,.111302,-.194879,.8080557,,,13950.83333,19011.67033,71200,,,0,0,0,,,120,91,24,,,0,0,,0,0,,,,,1.28e+12,2.74e+12,4.59e+12,,,928580,1112210,1287406,,,9.33e+07,1.11e+08,1.24e+08,,,
"Other precision and craft workers","71",,,0,0,,,,,,4931600,1.32e+07,,,,,,,.7253579,.6221587,,,,30822.5,50517.16475,,,,0,18,,,,160,261,,,,.0000162,,,.0689655,,,,,,1.28e+12,2.74e+12,,,,928580,1112210,,,,9.33e+07,1.11e+08,,,,
"Helpers, surveyors","52",,,,,,,,,,,1711600,360000,,,,,,,.5121884,-.6651757,,,,24451.42857,20000,,,,0,0,,,,70,18,,,0,0,,0,0,,,,,,2.74e+12,4.59e+12,,,,1112210,1287406,,,,1.11e+08,1.24e+08,,,
"Crane, derrick, winch, and hoist operators","62",,,0,0,,,,,,1136300,2882002,4.87e+07,,,,,,.3564109,.3188157,.575586,,,18938.33333,36025.025,87360.30466,,,0,0,0,,,60,80,558,,,0,0,,0,0,,,,,1.28e+12,2.74e+12,4.59e+12,,,928580,1112210,1287406,,,9.33e+07,1.11e+08,1.24e+08,,,
"Managers of service organizations, n.e.c.","62",,0,,,0,,,,,,3.19e+09,3.53e+09,9.05e+09,,,,,,.0451589,.0199315,.0352706,,,27860.6251,39494.0932,55275.91252,,,638,410,0,,,114404,89399,163643,,.0005736,.0003185,,.0055767,.0045862,,,,,,2.74e+12,4.59e+12,7.27e+12,,,1112210,1287406,1209075,,,1.11e+08,1.24e+08,1.42e+08,,-.0005736
"Tool and die makers and die setters","44-45",,,0,0,,,,,6875000,4820200,2.45e+07,6044130,,,,,.0212545,.0515471,.1336485,.1560799,,7638.888889,14177.05882,26431.41901,38497.64331,,0,0,0,0,,900,340,926,157,,0,0,0,0,0,0,,,,5.14e+11,1.28e+12,2.74e+12,4.59e+12,,730600,928580,1112210,1287406,,7.32e+07,9.33e+07,1.11e+08,1.24e+08,,,
"Furniture and wood finishers","61",,,0,0,,,,,790000,1220200,1679160,1923600,,,,,-.3859147,-.1648893,-.1764641,-.0301296,,3950,10168.33333,20730.37037,24045,,0,0,0,0,,200,120,81,80,,0,0,0,0,0,0,,,,5.14e+11,1.28e+12,2.74e+12,4.59e+12,,730600,928580,1112210,1287406,,7.32e+07,9.33e+07,1.11e+08,1.24e+08,,,
"Solderers","23",,,0,0,,,,,1550000,2256600,6357409,,,,,,-.2052533,.1156022,-.2299923,,,3875,14103.75,15893.5225,,,0,0,0,,,400,160,400,,,0,0,,0,0,,,,,5.14e+11,1.28e+12,2.74e+12,,,730600,928580,1112210,,,7.32e+07,9.33e+07,1.11e+08,,,,
"Crossing guards and bridge tenders","71",,,0,0,,,,,,312200,823253,1065100,,,,,,-.5135624,-.5742014,-.2831952,,,5203.333333,8852.182796,16906.34921,,,0,0,0,,,60,93,63,,,0,0,,0,0,,,,,1.28e+12,2.74e+12,4.59e+12,,,928580,1112210,1287406,,,9.33e+07,1.11e+08,1.24e+08,,,
"Pest control occupations","21",,,,,,,,,,,456000,,,,,,,,.8839886,,,,,57000,,,,,0,,,,,8,,,,0,,,0,,,,,,,2.74e+12,,,,,1112210,,,,,1.11e+08,,,,
"Earth, environmental, and marine science instructors","61",,,0,0,,,,,4.77e+07,4.42e+07,3.81e+07,,,,,,-.2023887,-.186136,-.4409719,,,11355.95238,20653.36449,30122.76047,,,100,0,0,,,4200,2140,1265,,,.0001369,0,,.0238095,0,,,,,5.14e+11,1.28e+12,2.74e+12,,,730600,928580,1112210,,,7.32e+07,9.33e+07,1.11e+08,,,,
"Stock handlers","81",,,0,0,,,,,2.17e+07,3981500,2.60e+07,,,,,,-.2372765,-.4941398,-.3564781,,,2743.037975,6032.575758,10994.15251,,,0,0,0,,,7900,660,2367,,,0,0,,0,0,,,,,5.14e+11,1.28e+12,2.74e+12,,,730600,928580,1112210,,,7.32e+07,9.33e+07,1.11e+08,,,,
"Buyers, wholesale and retail trade","52",,0,,,0,,,,,,,,1.14e+08,,,,,,,,-.0140532,,,,,58409.1607,,,,,0,,,,,1954,,,,,,,,,,,,,,7.27e+12,,,,,1209075,,,,,1.42e+08,,
"Subject instructors (HS/college)","53",,,.0000215,.1666667,,,,,,3008600,,3.63e+07,,,,,,.2151221,,.0923353,,,25071.66667,,48442.6,,,20,,0,,,120,,750,,,,0,,,0,,,,,1.28e+12,,4.59e+12,,,928580,,1287406,,,9.33e+07,,1.24e+08,,,
"Photoengravers and lithographers","21",,,0,0,,,,,,1097600,,,,,,,,-.001371,,,,,13720,,,,,0,,,,,80,,,,,,,,,,,,,,1.28e+12,,,,,928580,,,,,9.33e+07,,,,,
"Furniture and wood finishers","54",,,0,0,,,,,,378500,3235880,,,,,,,-.0586674,.0753496,,,,9462.5,25681.5873,,,,0,0,,,,40,126,,,,0,,,0,,,,,,1.28e+12,2.74e+12,,,,928580,1112210,,,,9.33e+07,1.11e+08,,,,
"Fire fighting, prevention, and inspection","51",,,0,0,,,,,,1590000,4475110,3959000,,,,,,.4960535,.4252172,.3238198,,,26500,55938.875,42569.89247,,,0,0,0,,,60,80,93,,,0,0,,0,0,,,,,1.28e+12,2.74e+12,4.59e+12,,,928580,1112210,1287406,,,9.33e+07,1.11e+08,1.24e+08,,,
"Winding and twisting textile/apparel operatives","56",,,0,0,,,,,1340000,16100,1086305,19200,,,,,.4628796,-2.094923,-.025993,-2.600702,,6700,805,13088.01205,1200,,0,0,0,0,,200,20,83,16,,0,0,0,0,0,0,,,,5.14e+11,1.28e+12,2.74e+12,4.59e+12,,730600,928580,1112210,1287406,,7.32e+07,9.33e+07,1.11e+08,1.24e+08,,,
"Secondary school teachers","72",,0,,,0,,,,,,,,135000,,,,,,,,-.6052901,,,,,3000,,,,,0,,,,,45,,,,,,,,,,,,,,7.27e+12,,,,,1209075,,,,,1.42e+08,,
"Stock handlers","48-49",,,.0000431,.019802,,,,,2.98e+07,2.45e+07,1.52e+08,,,,,,-.138341,-.0735443,-.144903,,,5629.245283,12131.83168,16569.26569,,,0,40,0,,,5300,2020,9180,,,0,0,,0,0,,,,,5.14e+11,1.28e+12,2.74e+12,,,730600,928580,1112210,,,7.32e+07,9.33e+07,1.11e+08,,,,
"Teacher's aides","52",,,0,0,,,,,,1797500,999615,,,,,,,-.5870308,-.6266499,,,,5617.1875,11359.26136,,,,0,0,,,,320,88,,,,0,,,0,,,,,,1.28e+12,2.74e+12,,,,928580,1112210,,,,9.33e+07,1.11e+08,,,,
"Fabricating machine operators, n.e.c.","23",,,0,0,,,,,3340000,5122000,6185710,,,,,,.1655784,.1338222,-.0651765,,,8350,15064.70588,19699.71338,,,0,0,0,,,400,340,314,,,0,0,,0,0,,,,,5.14e+11,1.28e+12,2.74e+12,,,730600,928580,1112210,,,7.32e+07,9.33e+07,1.11e+08,,,,
"Teacher's aides","42",,,0,0,,,,,,658300,3822186,,,,,,,.3966407,-.5934595,,,,10971.66667,10646.75766,,,,0,0,,,,60,359,,,,0,,,0,,,,,,1.28e+12,2.74e+12,,,,928580,1112210,,,,9.33e+07,1.11e+08,,,,
"Food counter and fountain workers","44-45",,,0,0,,,,,2.41e+07,3.00e+07,5.96e+07,,,,,,-.4029319,-.4112285,-.2784926,,,2321.153846,5530.147601,11672.19894,,,0,0,77,,,10400,5420,5107,,,0,.0000692,,0,.0150773,,,,,5.14e+11,1.28e+12,2.74e+12,,,730600,928580,1112210,,,7.32e+07,9.33e+07,1.11e+08,,,,
"Elevator installers and repairers","72",,,0,0,,,,,,1024400,2583600,3800000,,,,,,.1336077,.480201,.437902,,,10244,46974.54545,42222.22222,,,0,0,0,,,100,55,90,,,0,0,,0,0,,,,,1.28e+12,2.74e+12,4.59e+12,,,928580,1112210,1287406,,,9.33e+07,1.11e+08,1.24e+08,,,
"Printing machine operators, n.e.c.","22",,,0,0,,,,,1310000,8908700,2.32e+07,6148800,,,,,-.0426886,.1524342,.1014775,.2902834,,6550,13101.02941,23305.30321,36600,,0,0,0,0,,200,680,996,168,,0,0,0,0,0,0,,,,5.14e+11,1.28e+12,2.74e+12,4.59e+12,,730600,928580,1112210,1287406,,7.32e+07,9.33e+07,1.11e+08,1.24e+08,,,
"Mechanical engineering technicians","22",,,0,0,,,,,,4606900,3.50e+07,,,,,,,.1242281,.3350006,,,,20940.45455,45357.68264,,,,0,0,,,,220,772,,,,0,,,0,,,,,,1.28e+12,2.74e+12,,,,928580,1112210,,,,9.33e+07,1.11e+08,,,,
